,LabelValue,Mean,Median,Min,Max,Variance,Count,Session,Subject,Acquisition,Quant,Segmentation,Run,Reconstruction,site,date,sub,ses,rec,run
210,1.0,0.8403759928455827,0.772089567679588,0.4104632957030817,1.4450667244100213,0.0744617476546034,25,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
211,2.0,1.0020326566541404,0.93356523435089,0.5939126384412466,1.5725686519500557,0.0706832239426203,24,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
212,3.0,1.1454757873349706,1.1308569743661785,0.8840257647222355,1.4889447035048458,0.0314101077897493,22,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
213,4.0,1.567572197621521,1.498185347940015,1.314343274749438,2.1131806069777137,0.0374717189162273,24,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
214,5.0,2.1375797615693592,2.0726744915082222,1.893902203341768,2.7482930481055665,0.0366473288742613,23,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
215,6.0,2.5582055457792685,2.5296590534250365,2.218865950189964,3.0608696921336005,0.038544717717213,24,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
216,7.0,3.1965933316696145,3.151091274877678,2.913250770585454,3.5878416994564204,0.0302689729232898,24,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
217,8.0,4.570409387171531,4.577329941258659,4.254091264512158,5.208510342378232,0.0465344050949044,22,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
218,9.0,6.3195095503423175,6.316285018858723,6.117501592300222,6.564212999063721,0.0122848405892681,24,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
219,10.0,8.878388038546696,8.843869974856284,8.47862717445377,9.326246044599278,0.0445100611349599,23,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
220,11.0,11.350755863614928,11.44286770028632,10.433381977150802,11.80743439338125,0.1057948608475969,22,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
221,12.0,15.497144480862014,15.446229822430949,14.21320528877429,17.256118588131955,0.5976539447828332,21,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
222,13.0,20.0746072437079,19.827817549004354,16.844191664343366,24.59741990286036,4.947386916710643,22,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
223,14.0,70.67013321753,24.342674190134883,16.612483498785387,999.9991375960396,43194.73093755469,21,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
224,1.0,0.4382793307304382,0.4259676039218902,0.3041949570178985,0.5852614045143127,0.0061159896772377,21,120224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,120224,CGv1,01
225,2.0,0.4074177958748557,0.4158123433589935,0.2806140482425689,0.5416786670684814,0.006514243948986,22,120224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,120224,CGv1,01
226,3.0,0.4430529743432999,0.4369131922721863,0.3316883146762848,0.5648027658462524,0.0045692147259839,20,120224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,120224,CGv1,01
227,4.0,0.393601781129837,0.3929192274808883,0.2747706472873688,0.4754318296909332,0.0029053309436184,20,120224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,120224,CGv1,01
228,5.0,0.305046137599718,0.3141154646873474,0.2015779167413711,0.358768492937088,0.001730282315907,21,120224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,120224,CGv1,01
229,6.0,0.2662606127560138,0.2713802456855774,0.2222591489553451,0.2989118993282318,0.0005630787756705,20,120224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,120224,CGv1,01
230,7.0,0.222907081246376,0.2282700836658477,0.1907555311918258,0.2422873675823211,0.0002422461541142,20,120224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,120224,CGv1,01
