,Unnamed: 0,SegId,Mean,Min,Max,Variance,Count,Volume,x,y,z,StructName,sub,ses,run,acq,rec,site,side,StructNameNoSide
90,4,11,0.32193093,0.260987759,0.429767191,0.000834262,141,3038.792969,104.7695035,92.03900709,-105.1112788,Left-Caudate,bdvYtk,1,1,R4,LLRv1,Tommies,Left,Caudate
91,36,12,0.310342855,0.271069169,0.394806951,0.000671721,251,5409.482422,115.1095618,100.687251,-112.8451756,Left-Putamen,bdvYtk,1,1,R4,LLRv1,Tommies,Left,Putamen
92,9,13,0.277241632,0.255562931,0.316018105,0.000215337,53,1142.241333,109.4339623,105.1886792,-113.0774281,Left-Pallidum,bdvYtk,1,1,R4,LLRv1,Tommies,Left,Pallidum
93,32,14,0.416498786,0.307073355,0.67213738,0.007304471,63,1357.758545,91.38888889,106.4285714,-114.7235951,3rd-Ventricle,bdvYtk,1,1,R4,LLRv1,Tommies,,None
94,1,15,0.43919055,0.297715157,1.047278762,0.019585635,120,2586.206787,89.10416667,138.3541667,-139.1379351,4th-Ventricle,bdvYtk,1,1,R4,LLRv1,Tommies,,None
95,11,16,0.293303643,0,0.471344084,0.001355561,657,14159.48242,88.95357686,123.5540335,-136.5454301,Brain-Stem,bdvYtk,1,1,R4,LLRv1,Tommies,,None
96,28,17,0.341186973,0.2827048,0.387030602,0.000518993,193,4159.482422,114.5207254,121.8523316,-123.3696667,Left-Hippocampus,bdvYtk,1,1,R4,LLRv1,Tommies,Left,Hippocampus
97,39,18,0.363141561,0.292405695,0.407402635,0.000706689,59,1271.551636,110.8050847,104.8728814,-128.053774,Left-Amygdala,bdvYtk,1,1,R4,LLRv1,Tommies,Left,Amygdala
98,20,24,0.383544046,0,1.855667233,0.01745717,15767,339806.0313,88.01151138,116.6957887,-98.63749077,CSF,bdvYtk,1,1,R4,LLRv1,Tommies,,None
99,34,26,0.347773983,0.306150198,0.445996612,0.000809993,44,948.2758179,102.0454545,89.09090909,-118.9655217,Left-Accumbens-area,bdvYtk,1,1,R4,LLRv1,Tommies,Left,Accumbens-area
100,12,28,0.29072083,0.255797476,0.378355265,0.000363257,148,3189.655029,101.097973,114.5439189,-119.4315049,Left-VentralDC,bdvYtk,1,1,R4,LLRv1,Tommies,Left,VentralDC
101,30,30,0.343898997,0.342031956,0.345766038,6.97E-06,2,43.10344696,116.25,102.5,-120.6896596,Left-vessel,bdvYtk,1,1,R4,LLRv1,Tommies,Left,vessel
102,15,31,0.371063603,0.295729786,0.469228655,0.002660576,29,625,106.5517241,125.7758621,-105.1129654,Left-choroid-plexus,bdvYtk,1,1,R4,LLRv1,Tommies,Left,choroid-plexus
103,35,41,0.295889498,0.215892509,0.427873194,0.000758953,9138,196939.6563,68.96394178,114.5909937,-93.5309971,Right-Cerebral-White-Matter,bdvYtk,1,1,R4,LLRv1,Tommies,Right,Cerebral-White-Matter
104,10,42,0.341581129,0,0.800343871,0.001535185,8907,191961.2031,64.74317952,115.0710116,-98.80992957,Right-Cerebral-Cortex,bdvYtk,1,1,R4,LLRv1,Tommies,Right,Cerebral-Cortex
105,31,43,0.492931277,0.239322931,10,0.481196778,609,13125,79.92610837,107.6929392,-98.17111629,Right-Lateral-Ventricle,bdvYtk,1,1,R4,LLRv1,Tommies,Right,Lateral-Ventricle
106,0,44,0.34240855,0.324353576,0.378879249,0.000519703,5,107.7586212,60.5,107,-127.5862112,Right-Inf-Lat-Vent,bdvYtk,1,1,R4,LLRv1,Tommies,Right,Inf-Lat-Vent
107,27,46,0.315239484,0.237261727,0.451513857,0.000722271,906,19525.86133,71.04580574,148.3333333,-140.1080957,Right-Cerebellum-White-Matter,bdvYtk,1,1,R4,LLRv1,Tommies,Right,Cerebellum-White-Matter
108,8,47,0.343617275,0,0.777341425,0.00132642,2054,44267.23828,68.03067186,155.1034567,-143.309946,Right-Cerebellum-Cortex,bdvYtk,1,1,R4,LLRv1,Tommies,Right,Cerebellum-Cortex
109,6,49,0.312030049,0.26484099,0.384217709,0.000605067,226,4870.689453,81.39380531,113.6946903,-105.9047956,Right-Thalamus,bdvYtk,1,1,R4,LLRv1,Tommies,Right,Thalamus
110,5,50,0.329281802,0.265846401,0.422426045,0.000758902,95,2047.413696,80.76315789,88.52631579,-102.7949231,Right-Caudate,bdvYtk,1,1,R4,LLRv1,Tommies,Right,Caudate
111,29,51,0.302876444,0.265329063,0.360621363,0.000412791,234,5043.103516,69.11324786,95.41666667,-109.53434,Right-Putamen,bdvYtk,1,1,R4,LLRv1,Tommies,Right,Putamen
112,38,52,0.277377215,0.255484372,0.301155031,9.43E-05,66,1422.413696,73.75,100,-110.7105584,Right-Pallidum,bdvYtk,1,1,R4,LLRv1,Tommies,Right,Pallidum
113,19,53,0.350704141,0.283995539,0.44819504,0.00065412,194,4181.03418,65.95360825,115.128866,-122.342699,Right-Hippocampus,bdvYtk,1,1,R4,LLRv1,Tommies,Right,Hippocampus
114,37,54,0.353496139,0.277882367,0.431950271,0.001302648,76,1637.93103,69.90131579,101.1513158,-125.0000044,Right-Amygdala,bdvYtk,1,1,R4,LLRv1,Tommies,Right,Amygdala
115,25,58,0.367345406,0.304930627,0.621953785,0.004500696,23,495.6896362,83.91304348,86.08695652,-116.7916087,Head-ExtraCerebral,bdvYtk,1,1,R4,LLRv1,Tommies,,None
116,14,60,0.283327267,0.241786286,0.375815541,0.000430712,151,3254.310303,80.52980132,111.6059603,-118.2233431,Right-VentralDC,bdvYtk,1,1,R4,LLRv1,Tommies,Right,VentralDC
117,17,62,0.325908989,0.325908989,0.325908989,0,1,21.55172348,65,97.5,-117.2413838,,bdvYtk,1,1,R4,LLRv1,Tommies,,None
118,22,63,0.371925701,0.291441321,0.534161091,0.003357104,38,818.9655151,72.03947368,120.9868421,-107.441021,Right-choroid-plexus,bdvYtk,1,1,R4,LLRv1,Tommies,Right,choroid-plexus
119,40,77,0.289044424,0.247699261,0.358432859,0.000457129,39,840.5172119,93.78205128,103.8461538,-97.08223293,WM-hypointensities,bdvYtk,1,1,R4,LLRv1,Tommies,,None
120,7,165,0.050793757,0,0.901582479,0.015407535,17000,366379.3125,93.25294118,119.8019118,-101.6681589,,bdvYtk,1,1,R4,LLRv1,Tommies,,None
121,33,258,0.008332361,0,0.829654276,0.002563911,42153,908469.8125,89.69948758,110.0016013,-122.4505683,,bdvYtk,1,1,R4,LLRv1,Tommies,,None
122,3,259,0,0,0,0,658,14181.03418,91.15121581,44.29711246,-140.677082,,bdvYtk,1,1,R4,LLRv1,Tommies,,None
123,26,0,0.000116212,0,0.445629299,3.64E-05,243163,5240581.5,0,0,0,Unknown,bdvYtk,1,2,R4,LLRv1,Tommies,,None
124,30,2,0.295437164,0.230376005,0.444961876,0.000786781,9495,204633.6094,117.3201685,120.0850448,-101.0637225,Left-Cerebral-White-Matter,bdvYtk,1,2,R4,LLRv1,Tommies,Left,Cerebral-White-Matter
125,7,3,0.341125529,0,0.690123618,0.001770442,9666,208318.9531,119.9249948,121.4067349,-106.5580075,Left-Cerebral-Cortex,bdvYtk,1,2,R4,LLRv1,Tommies,Left,Cerebral-Cortex
126,22,4,0.436672125,0.260803014,3.076624393,0.053556062,607,13081.89648,103.8097199,111.630972,-104.3799399,Left-Lateral-Ventricle,bdvYtk,1,2,R4,LLRv1,Tommies,Left,Lateral-Ventricle
127,16,5,0.340986595,0.307961047,0.387186736,0.000694138,6,129.3103333,120.8333333,108.75,-137.356326,Left-Inf-Lat-Vent,bdvYtk,1,2,R4,LLRv1,Tommies,Left,Inf-Lat-Vent
128,24,7,0.303375306,0.246296644,0.381516337,0.000482591,761,16400.86133,106.3009198,149.7076216,-148.5522718,Left-Cerebellum-White-Matter,bdvYtk,1,2,R4,LLRv1,Tommies,Left,Cerebellum-White-Matter
129,2,8,0.335661,0.262316406,0.496515542,0.000753943,2446,52715.51563,109.7761652,156.9910057,-152.0469771,Left-Cerebellum-Cortex,bdvYtk,1,2,R4,LLRv1,Tommies,Left,Cerebellum-Cortex
130,9,10,0.305613637,0.255672604,0.427799523,0.000537398,237,5107.758301,101.8776371,118.4177215,-111.9307481,Left-Thalamus,bdvYtk,1,2,R4,LLRv1,Tommies,Left,Thalamus
131,18,11,0.319468153,0.25822258,0.400870085,0.001001126,140,3017.241211,104.6428571,92.69642857,-109.4335021,Left-Caudate,bdvYtk,1,2,R4,LLRv1,Tommies,Left,Caudate
132,33,12,0.310293238,0.265467793,0.374865621,0.000709231,251,5409.482422,114.9701195,101.125498,-117.076526,Left-Putamen,bdvYtk,1,2,R4,LLRv1,Tommies,Left,Putamen
133,5,13,0.281154193,0.261209548,0.327593595,0.000165679,55,1185.344849,109.1818182,106.0909091,-117.7429512,Left-Pallidum,bdvYtk,1,2,R4,LLRv1,Tommies,Left,Pallidum
134,19,14,0.439763602,0.320150644,0.742347777,0.01021349,63,1357.758545,91.62698413,107.2222222,-118.4455436,3rd-Ventricle,bdvYtk,1,2,R4,LLRv1,Tommies,,None
135,3,15,0.432189411,0.288835913,0.743291736,0.008651436,122,2629.310303,89.63114754,138.7295082,-146.4669345,4th-Ventricle,bdvYtk,1,2,R4,LLRv1,Tommies,,None
136,0,16,0.298909202,0.210333601,0.510333061,0.001492314,688,14827.58594,89.32776163,123.5428779,-143.1335245,Brain-Stem,bdvYtk,1,2,R4,LLRv1,Tommies,,None
137,38,17,0.340106046,0.271375567,0.400935531,0.000683655,194,4181.03418,113.8917526,122.564433,-128.1727736,Left-Hippocampus,bdvYtk,1,2,R4,LLRv1,Tommies,Left,Hippocampus
